go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0099159,regulation of modification of postsynaptic structure,"['g_10050', 'g_11226', 'g_2408', 'g_7177', 'g_10742', 'g_12049']",6,biological_process,6/1892,6/1894
GO:1903288,positive regulation of potassium ion import across plasma membrane,"['g_10050', 'g_13137', 'g_13633', 'g_5066', 'g_8886', 'g_2963']",6,biological_process,6/1892,6/1894
GO:1904385,cellular response to angiotensin,"['g_10050', 'g_1427', 'g_6304', 'g_8886', 'g_2767']",5,biological_process,5/1892,5/1894
GO:1904645,response to amyloid-beta,['g_10050'],1,biological_process,1/1892,1/1894
GO:1904899,positive regulation of hepatic stellate cell proliferation,"['g_10050', 'g_11003']",2,biological_process,2/1892,2/1894
GO:2000491,positive regulation of hepatic stellate cell activation,"['g_10050', 'g_11003']",2,biological_process,2/1892,2/1894
GO:0000182,rDNA binding,"['g_10054', 'g_4778', 'g_8978', 'g_10550', 'g_11183']",5,molecular_function,5/1892,5/1894
GO:0001042,RNA polymerase I core binding,['g_10054'],1,molecular_function,1/1892,1/1894
GO:0006406,mRNA export from nucleus,"['g_10054', 'g_10221', 'g_11772', 'g_13971', 'g_1631', 'g_1729', 'g_2740', 'g_5529', 'g_16158', 'g_13262', 'g_12809']",11,biological_process,11/1892,11/1894
GO:0007097,nuclear migration,"['g_10054', 'g_12472', 'g_14863', 'g_1921', 'g_1922', 'g_2657', 'g_3779', 'g_5293', 'g_9467', 'g_7159', 'g_9634', 'g_13281']",12,biological_process,12/1892,12/1894
GO:0007300,ovarian nurse cell to oocyte transport,"['g_10054', 'g_1921', 'g_1922', 'g_2657', 'g_8329', 'g_851', 'g_13281']",7,biological_process,7/1892,7/1894
GO:0007523,larval visceral muscle development,"['g_10054', 'g_1921', 'g_1922', 'g_3779', 'g_6058', 'g_7764', 'g_7175', 'g_6954', 'g_13281', 'g_12648']",10,biological_process,10/1892,10/1894
GO:0007525,somatic muscle development,"['g_10054', 'g_13133', 'g_2501', 'g_2502', 'g_2504', 'g_2786', 'g_2787', 'g_2788', 'g_3413', 'g_7244', 'g_7446']",11,biological_process,11/1892,11/1894
GO:0008335,female germline ring canal stabilization,"['g_10054', 'g_1921', 'g_1922', 'g_13281']",4,biological_process,4/1892,4/1894
GO:0030430,host cell cytoplasm,"['g_10054', 'g_11147', 'g_1184', 'g_12374', 'g_12411', 'g_12822', 'g_13378', 'g_13456', 'g_1641', 'g_1755', 'g_2121', 'g_2921', 'g_3999', 'g_5529', 'g_6028', 'g_6243', 'g_6955', 'g_7256', 'g_7374', 'g_7916', 'g_7946', 'g_8078', 'g_8134', 'g_8529', 'g_7139', 'g_3919', 'g_13281', 'g_14260', 'g_15779', 'g_2300', 'g_2497', 'g_1326', 'g_15511']",33,cellular_component,33/1892,33/1894
GO:0030446,hyphal cell wall,"['g_10054', 'g_11957', 'g_12268', 'g_14011', 'g_14594', 'g_14967', 'g_3050', 'g_3104', 'g_6013', 'g_6992', 'g_7771', 'g_16610', 'g_15810', 'g_15716']",14,cellular_component,14/1892,14/1894
GO:0031505,fungal-type cell wall organization,"['g_10054', 'g_10824', 'g_11457', 'g_12007', 'g_13117', 'g_13380', 'g_13437', 'g_13559', 'g_14594', 'g_14822', 'g_1755', 'g_2030', 'g_2246', 'g_2330', 'g_5573', 'g_6013', 'g_6028', 'g_6078', 'g_6992', 'g_8000', 'g_8172', 'g_8173', 'g_8174', 'g_532', 'g_287', 'g_13530', 'g_8765', 'g_2331', 'g_5919', 'g_15810', 'g_15567', 'g_4796']",32,biological_process,32/1892,32/1894
GO:0034109,homotypic cell-cell adhesion,"['g_10054', 'g_13091', 'g_13092', 'g_13718', 'g_14594', 'g_5529', 'g_6988', 'g_8399', 'g_9135', 'g_16875', 'g_14641', 'g_3921', 'g_12691']",13,biological_process,13/1892,13/1894
GO:0034453,microtubule anchoring,"['g_10054', 'g_1921', 'g_1922', 'g_3237', 'g_3779', 'g_13281', 'g_2056']",7,biological_process,7/1892,7/1894
GO:0042790,nucleolar large rRNA transcription by RNA polymerase I,"['g_10054', 'g_12604', 'g_555', 'g_5697', 'g_8715', 'g_11926']",6,biological_process,6/1892,6/1894
GO:0044011,single-species biofilm formation on inanimate substrate,"['g_10054', 'g_11457', 'g_12268', 'g_13092', 'g_1358', 'g_14374', 'g_14594', 'g_14661', 'g_14813', 'g_3736', 'g_15622', 'g_2326', 'g_15810']",13,biological_process,13/1892,13/1894
GO:0044407,single-species biofilm formation in or on host organism,"['g_10054', 'g_13092', 'g_14594', 'g_15810']",4,biological_process,4/1892,4/1894
GO:0061187,regulation of rDNA heterochromatin formation,['g_10054'],1,biological_process,1/1892,1/1894
GO:0097656,cell-cell self recognition,"['g_10054', 'g_10687', 'g_11025', 'g_13091', 'g_13092', 'g_13718', 'g_14594', 'g_3605', 'g_5529', 'g_684', 'g_8399', 'g_9135', 'g_14641', 'g_8322', 'g_11023']",15,biological_process,15/1892,15/1894
GO:0000366,mRNA alternative trans-splicing,"['g_10076', 'g_1950', 'g_13381']",3,biological_process,3/1892,3/1894
GO:0001069,regulatory region RNA binding,['g_10076'],1,molecular_function,1/1892,1/1894
GO:0001752,compound eye photoreceptor fate commitment,"['g_10076', 'g_13381', 'g_4909']",3,biological_process,3/1892,3/1894
GO:0003725,double-stranded RNA binding,"['g_10076', 'g_10268', 'g_1184', 'g_11848', 'g_12029', 'g_12036', 'g_12092', 'g_12155', 'g_13559', 'g_14557', 'g_15266', 'g_163', 'g_2320', 'g_3205', 'g_3337', 'g_3559', 'g_3915', 'g_4459', 'g_5827', 'g_5955', 'g_6683', 'g_7615', 'g_855', 'g_856', 'g_15596', 'g_13381', 'g_12507', 'g_4510']",28,molecular_function,28/1892,28/1894
GO:0006355,regulation of DNA-templated transcription,"['g_10076', 'g_13063', 'g_13481', 'g_13850', 'g_13944', 'g_13970', 'g_14282', 'g_14728', 'g_14858', 'g_15078', 'g_1641', 'g_1983', 'g_2455', 'g_3023', 'g_3232', 'g_430', 'g_4428', 'g_472', 'g_5217', 'g_5953', 'g_6323', 'g_6587', 'g_6736', 'g_6955', 'g_737', 'g_7368', 'g_7711', 'g_8067', 'g_8078', 'g_8399', 'g_9021', 'g_9267', 'g_10760', 'g_13811', 'g_15282', 'g_7930', 'g_15376', 'g_8596', 'g_2196', 'g_10801', 'g_6079', 'g_3937', 'g_12217', 'g_4808', 'g_4844']",45,biological_process,45/1892,45/1894
GO:0007538,primary sex determination,"['g_10076', 'g_1950', 'g_13381']",3,biological_process,3/1892,3/1894
GO:0007617,mating behavior,"['g_10076', 'g_12539', 'g_14072', 'g_14464', 'g_14661', 'g_1950', 'g_5433', 'g_737', 'g_8600', 'g_88', 'g_9467', 'g_13381', 'g_3633', 'g_10']",14,biological_process,14/1892,14/1894
GO:0008143,poly(A) binding,"['g_10076', 'g_11519', 'g_1950', 'g_4778', 'g_7711', 'g_13381', 'g_2419']",7,molecular_function,7/1892,7/1894
GO:0008380,RNA splicing,"['g_10076', 'g_10251', 'g_1073', 'g_13800', 'g_1475', 'g_2767']",6,biological_process,6/1892,6/1894
GO:0009937,regulation of gibberellic acid mediated signaling pathway,['g_10076'],1,biological_process,1/1892,1/1894
GO:0010029,regulation of seed germination,"['g_10076', 'g_13913', 'g_5853']",3,biological_process,3/1892,3/1894
GO:0022416,chaeta development,"['g_10076', 'g_11519', 'g_11702', 'g_12265', 'g_12778', 'g_1639', 'g_1671', 'g_3228', 'g_4177', 'g_4778', 'g_5318', 'g_5341', 'g_5547', 'g_716', 'g_8324', 'g_8570', 'g_8600', 'g_8775', 'g_16330', 'g_7670', 'g_9372', 'g_9934', 'g_13381', 'g_8237', 'g_11095', 'g_6278', 'g_3515', 'g_3784', 'g_10', 'g_12507']",30,biological_process,30/1892,30/1894
GO:0032869,cellular response to insulin stimulus,"['g_10076', 'g_11005', 'g_11545', 'g_11549', 'g_13215', 'g_13481', 'g_13718', 'g_13763', 'g_14203', 'g_1427', 'g_14432', 'g_14529', 'g_14610', 'g_14882', 'g_14893', 'g_1599', 'g_1639', 'g_1802', 'g_2574', 'g_3739', 'g_4148', 'g_45', 'g_524', 'g_5651', 'g_8034', 'g_8288', 'g_8399', 'g_8435', 'g_8485', 'g_8722', 'g_9378', 'g_9473', 'g_1757', 'g_843', 'g_16855', 'g_15494']",36,biological_process,36/1892,36/1894
GO:0042464,dosage compensation by hypoactivation of X chromosome,"['g_10076', 'g_1124', 'g_1199', 'g_1950', 'g_3431', 'g_4443', 'g_3919', 'g_15379', 'g_13381', 'g_12372']",10,biological_process,10/1892,10/1894
GO:0043054,dauer exit,"['g_10076', 'g_1107', 'g_11157', 'g_12404', 'g_12667', 'g_12736', 'g_13380', 'g_14066', 'g_14342', 'g_14610', 'g_14873', 'g_2320', 'g_2347', 'g_2959', 'g_3023', 'g_3388', 'g_3739', 'g_44', 'g_45', 'g_4973', 'g_5130', 'g_518', 'g_613', 'g_656', 'g_725', 'g_8228', 'g_8291', 'g_8504', 'g_9051', 'g_135', 'g_1998', 'g_15160', 'g_7829']",33,biological_process,33/1892,33/1894
GO:0071456,cellular response to hypoxia,"['g_10076', 'g_10078', 'g_10835', 'g_11428', 'g_11640', 'g_12164', 'g_12693', 'g_13261', 'g_1339', 'g_13437', 'g_13509', 'g_1354', 'g_14168', 'g_14272', 'g_1427', 'g_14441', 'g_14817', 'g_1514', 'g_1639', 'g_174', 'g_2150', 'g_2322', 'g_2455', 'g_2627', 'g_3003', 'g_4177', 'g_4466', 'g_5066', 'g_5679', 'g_5719', 'g_6898', 'g_6932', 'g_7764', 'g_7903', 'g_8886', 'g_8978', 'g_6210', 'g_15604', 'g_5593', 'g_7440', 'g_1757', 'g_13381', 'g_15261', 'g_2196', 'g_11221', 'g_2963', 'g_336', 'g_657', 'g_12507']",49,biological_process,49/1892,49/1894
GO:0097157,pre-mRNA intronic binding,"['g_10076', 'g_1639', 'g_1950', 'g_2286', 'g_13381']",5,molecular_function,5/1892,5/1894
GO:0002244,hematopoietic progenitor cell differentiation,"['g_10078', 'g_11428', 'g_12412', 'g_13718', 'g_14914', 'g_1514', 'g_1639', 'g_2538', 'g_2959', 'g_4907', 'g_7373', 'g_8399', 'g_8400', 'g_8600', 'g_6853', 'g_14260', 'g_14641', 'g_15191', 'g_8043', 'g_8282', 'g_8346', 'g_2196', 'g_2963']",23,biological_process,23/1892,23/1894
GO:0005432,calcium:sodium antiporter activity,"['g_10078', 'g_5034', 'g_8364', 'g_11526']",4,molecular_function,4/1892,4/1894
GO:0006851,mitochondrial calcium ion transmembrane transport,['g_10078'],1,biological_process,1/1892,1/1894
GO:0007602,phototransduction,"['g_10078', 'g_1014', 'g_10632', 'g_1071', 'g_10761', 'g_12602', 'g_13063', 'g_14027', 'g_14272', 'g_3294', 'g_3620', 'g_3780', 'g_3983', 'g_41', 'g_5034', 'g_5685', 'g_706', 'g_7302', 'g_7417', 'g_7789', 'g_934', 'g_9622', 'g_9628', 'g_16057', 'g_7059', 'g_9634', 'g_14935', 'g_15004', 'g_2497', 'g_4012', 'g_2944', 'g_617', 'g_11526', 'g_12932', 'g_4070']",35,biological_process,35/1892,35/1894
GO:0014069,postsynaptic density,"['g_10078', 'g_10440', 'g_10597', 'g_1071', 'g_11643', 'g_12703', 'g_13137', 'g_13763', 'g_13850', 'g_1475', 'g_15056', 'g_1599', 'g_1921', 'g_1922', 'g_2150', 'g_2563', 'g_2616', 'g_3780', 'g_4099', 'g_414', 'g_4165', 'g_4868', 'g_5062', 'g_5584', 'g_5902', 'g_6289', 'g_6650', 'g_6988', 'g_7579', 'g_7764', 'g_780', 'g_9068', 'g_9143', 'g_937', 'g_9628', 'g_12706', 'g_781', 'g_287', 'g_16823', 'g_9634', 'g_11183', 'g_3515', 'g_4675']",43,cellular_component,43/1892,43/1894
GO:0014819,regulation of skeletal muscle contraction,"['g_10078', 'g_11223']",2,biological_process,2/1892,2/1894
GO:0035725,sodium ion transmembrane transport,"['g_10078', 'g_12034', 'g_12602', 'g_5082', 'g_7417', 'g_8370', 'g_5486', 'g_6383', 'g_13776', 'g_13968', 'g_7829', 'g_4070']",12,biological_process,12/1892,12/1894
GO:0042383,sarcolemma,"['g_10078', 'g_10529', 'g_11226', 'g_1184', 'g_12153', 'g_12260', 'g_12703', 'g_12789', 'g_13133', 'g_13137', 'g_13261', 'g_1358', 'g_14250', 'g_14595', 'g_2364', 'g_2670', 'g_4177', 'g_5007', 'g_5404', 'g_689', 'g_706', 'g_7244', 'g_7444', 'g_8078', 'g_8136', 'g_8722', 'g_15911', 'g_6910', 'g_421', 'g_1657', 'g_8976', 'g_14278', 'g_8491', 'g_2363', 'g_4040']",35,cellular_component,35/1892,35/1894
GO:0042552,myelination,"['g_10078', 'g_10804', 'g_12091', 'g_12092', 'g_12155', 'g_12901', 'g_14272', 'g_1489', 'g_15266', 'g_1664', 'g_2211', 'g_2305', 'g_2407', 'g_3294', 'g_441', 'g_5146', 'g_6373', 'g_6598', 'g_852', 'g_855', 'g_856', 'g_12784', 'g_15862', 'g_853', 'g_4542']",25,biological_process,25/1892,25/1894
GO:0043197,dendritic spine,"['g_10078', 'g_10440', 'g_1071', 'g_11306', 'g_11383', 'g_11970', 'g_13850', 'g_14813', 'g_1921', 'g_2563', 'g_3294', 'g_3665', 'g_3964', 'g_414', 'g_4177', 'g_4751', 'g_5679', 'g_6013', 'g_681', 'g_6798', 'g_6818', 'g_7739', 'g_8820', 'g_9074', 'g_934', 'g_937', 'g_9628', 'g_7868', 'g_287', 'g_16823', 'g_1657', 'g_15862', 'g_10335', 'g_4193']",34,cellular_component,34/1892,34/1894
GO:0045211,postsynaptic membrane,"['g_10078', 'g_10418', 'g_11157', 'g_11223', 'g_11226', 'g_11306', 'g_11383', 'g_11970', 'g_12265', 'g_14432', 'g_14493', 'g_2442', 'g_2563', 'g_3294', 'g_3732', 'g_3755', 'g_3813', 'g_386', 'g_414', 'g_436', 'g_44', 'g_4495', 'g_5039', 'g_5341', 'g_5930', 'g_6650', 'g_6690', 'g_8093', 'g_9021', 'g_934', 'g_940', 'g_12784', 'g_16330', 'g_7670', 'g_8771', 'g_15862', 'g_10335', 'g_10555', 'g_965', 'g_3001', 'g_15509', 'g_11598', 'g_15682']",43,cellular_component,43/1892,43/1894
GO:0048709,oligodendrocyte differentiation,"['g_10078', 'g_1185', 'g_3332', 'g_45', 'g_6452', 'g_8790', 'g_11183']",7,biological_process,7/1892,7/1894
GO:0050808,synapse organization,"['g_10078', 'g_11955', 'g_12091', 'g_12092', 'g_12155', 'g_15266', 'g_173', 'g_2654', 'g_3386', 'g_6690', 'g_7244', 'g_7608', 'g_7620', 'g_852', 'g_855', 'g_856', 'g_8821', 'g_151', 'g_6278', 'g_11459', 'g_12691']",21,biological_process,21/1892,21/1894
GO:0050884,neuromuscular process controlling posture,"['g_10078', 'g_2442', 'g_5034', 'g_9626', 'g_11526']",5,biological_process,5/1892,5/1894
GO:0051560,mitochondrial calcium ion homeostasis,"['g_10078', 'g_1983', 'g_3701', 'g_8491']",4,biological_process,4/1892,4/1894
GO:0060291,long-term synaptic potentiation,"['g_10078', 'g_14272', 'g_15137', 'g_1599', 'g_2616', 'g_371', 'g_4868', 'g_6650', 'g_12706', 'g_781', 'g_12648', 'g_4070']",12,biological_process,12/1892,12/1894
GO:0060402,calcium ion transport into cytosol,"['g_10078', 'g_4177']",2,biological_process,2/1892,2/1894
GO:0098703,calcium ion import across plasma membrane,"['g_10078', 'g_5486', 'g_6383', 'g_2675', 'g_4070']",5,biological_process,5/1892,5/1894
GO:0098815,modulation of excitatory postsynaptic potential,['g_10078'],1,biological_process,1/1892,1/1894
GO:1902532,negative regulation of intracellular signal transduction,['g_10078'],1,biological_process,1/1892,1/1894
GO:1903779,regulation of cardiac conduction,"['g_10078', 'g_14873', 'g_2834', 'g_6622']",4,biological_process,4/1892,4/1894
GO:1905060,calcium:monoatomic cation antiporter activity involved in regulation of postsynaptic cytosolic calcium ion concentration,['g_10078'],1,molecular_function,1/1892,1/1894
GO:1990034,calcium ion export across plasma membrane,"['g_10078', 'g_11752', 'g_13866', 'g_2945', 'g_3926', 'g_8042', 'g_2449', 'g_4070']",8,biological_process,8/1892,8/1894
GO:0000723,telomere maintenance,"['g_10099', 'g_15156', 'g_1729', 'g_4466', 'g_524', 'g_5658', 'g_6133', 'g_6988', 'g_6999', 'g_7177', 'g_7903', 'g_8600', 'g_9140', 'g_9375', 'g_7355', 'g_6294', 'g_7246', 'g_9164', 'g_13388', 'g_14240', 'g_7930']",21,biological_process,21/1892,21/1894
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,"['g_10099', 'g_10800', 'g_108', 'g_11306', 'g_11970', 'g_12363', 'g_12436', 'g_12535', 'g_12736', 'g_1322', 'g_13390', 'g_13707', 'g_1379', 'g_14066', 'g_14304', 'g_16984', 'g_1436', 'g_1633', 'g_2726', 'g_2756', 'g_3525', 'g_3654', 'g_3732', 'g_3755', 'g_3813', 'g_3961', 'g_4020', 'g_4099', 'g_4104', 'g_414', 'g_4202', 'g_4868', 'g_5055', 'g_5271', 'g_5404', 'g_5510', 'g_5950', 'g_6001', 'g_6289', 'g_6304', 'g_6565', 'g_6690', 'g_6899', 'g_7611', 'g_8032', 'g_8093', 'g_8226', 'g_8227', 'g_8504', 'g_16926', 'g_8832', 'g_8833', 'g_8898', 'g_9106', 'g_135', 'g_4489', 'g_16875', 'g_1635', 'g_9218', 'g_8282', 'g_10335', 'g_11023', 'g_3399', 'g_3921', 'g_3130', 'g_15682', 'g_12691', 'g_12934']",68,biological_process,68/1892,68/1894
GO:0007413,axonal fasciculation,"['g_10099', 'g_1022', 'g_10349', 'g_10632', 'g_11306', 'g_11643', 'g_12001', 'g_12700', 'g_13501', 'g_13553', 'g_1407', 'g_14299', 'g_14464', 'g_14645', 'g_15143', 'g_1533', 'g_2072', 'g_2655', 'g_2801', 'g_3176', 'g_343', 'g_3634', 'g_3732', 'g_3755', 'g_3813', 'g_3902', 'g_4073', 'g_4076', 'g_4099', 'g_4444', 'g_4728', 'g_4741', 'g_4783', 'g_4821', 'g_4868', 'g_5423', 'g_5563', 'g_5728', 'g_5870', 'g_6690', 'g_6791', 'g_7233', 'g_7259', 'g_7436', 'g_779', 'g_8093', 'g_8428', 'g_8435', 'g_8722', 'g_8850', 'g_8898', 'g_9467', 'g_9530', 'g_15062', 'g_9329', 'g_15726', 'g_13676', 'g_15508', 'g_15028', 'g_7888', 'g_8690', 'g_8705', 'g_8851', 'g_10277', 'g_344', 'g_12533', 'g_15621', 'g_4589']",68,biological_process,68/1892,68/1894
GO:0030951,establishment or maintenance of microtubule cytoskeleton polarity,"['g_10099', 'g_11070', 'g_11226', 'g_12539', 'g_1322', 'g_14066', 'g_2657', 'g_4202']",8,biological_process,8/1892,8/1894
GO:0031091,platelet alpha granule,"['g_10099', 'g_13268', 'g_14415', 'g_363', 'g_3654', 'g_5787', 'g_6905', 'g_8241', 'g_5178', 'g_9961', 'g_15601']",11,cellular_component,11/1892,11/1894
GO:0031160,spore wall,"['g_10099', 'g_11102', 'g_11147', 'g_11645', 'g_11646', 'g_11960', 'g_12188', 'g_12693', 'g_12791', 'g_13648', 'g_13718', 'g_14031', 'g_14967', 'g_14971', 'g_1658', 'g_2121', 'g_2510', 'g_2712', 'g_343', 'g_3574', 'g_3754', 'g_3775', 'g_3896', 'g_5414', 'g_5417', 'g_6000', 'g_6016', 'g_6154', 'g_6243', 'g_6843', 'g_6992', 'g_7242', 'g_8034', 'g_8042', 'g_8116', 'g_8337', 'g_8573', 'g_8975', 'g_16291', 'g_6651', 'g_15726', 'g_13525', 'g_14378', 'g_15557', 'g_15588', 'g_15553', 'g_29', 'g_12624', 'g_15495']",49,cellular_component,49/1892,49/1894
GO:0031639,plasminogen activation,"['g_10099', 'g_10748', 'g_11213', 'g_14415', 'g_1630', 'g_2677', 'g_363', 'g_5787', 'g_6905', 'g_8241', 'g_5178', 'g_15601']",12,biological_process,12/1892,12/1894
GO:0034116,positive regulation of heterotypic cell-cell adhesion,"['g_10099', 'g_12265', 'g_14415', 'g_363', 'g_5341', 'g_5787', 'g_6905', 'g_8241', 'g_16330', 'g_7670', 'g_5178', 'g_15601']",12,biological_process,12/1892,12/1894
GO:0035082,axoneme assembly,"['g_10099', 'g_12136', 'g_1378', 'g_14272', 'g_15056', 'g_1922', 'g_3003', 'g_3233', 'g_4457', 'g_6058', 'g_8132', 'g_8574', 'g_878', 'g_9068', 'g_9375', 'g_14788', 'g_15018', 'g_15049', 'g_2590', 'g_10', 'g_4413']",21,biological_process,21/1892,21/1894
GO:0042730,fibrinolysis,"['g_10099', 'g_10338', 'g_11213', 'g_12042', 'g_14415', 'g_363', 'g_5787', 'g_6905', 'g_8241', 'g_5178', 'g_15601']",11,biological_process,11/1892,11/1894
GO:0043152,induction of bacterial agglutination,"['g_10099', 'g_10635', 'g_12266', 'g_1407', 'g_14415', 'g_2921', 'g_363', 'g_5757', 'g_5787', 'g_6023', 'g_6905', 'g_8241', 'g_7324', 'g_16158', 'g_5178', 'g_15461', 'g_15601', 'g_15594']",18,biological_process,18/1892,18/1894
GO:0048670,regulation of collateral sprouting,"['g_10099', 'g_1322', 'g_14066', 'g_4202']",4,biological_process,4/1892,4/1894
GO:0050714,positive regulation of protein secretion,"['g_10099', 'g_11308', 'g_11844', 'g_14415', 'g_1534', 'g_2501', 'g_2502', 'g_2504', 'g_2550', 'g_2786', 'g_2787', 'g_2788', 'g_3413', 'g_363', 'g_5535', 'g_5787', 'g_6905', 'g_8181', 'g_8241', 'g_5178', 'g_15601', 'g_617', 'g_12648']",23,biological_process,23/1892,23/1894
GO:0060091,kinocilium,"['g_10099', 'g_12049']",2,cellular_component,2/1892,2/1894
GO:0070527,platelet aggregation,"['g_10099', 'g_11157', 'g_1373', 'g_1379', 'g_14415', 'g_1633', 'g_2527', 'g_2877', 'g_3055', 'g_363', 'g_4104', 'g_5651', 'g_5787', 'g_6905', 'g_7615', 'g_8241', 'g_8637', 'g_5178', 'g_13776', 'g_8043', 'g_15601', 'g_3389']",22,biological_process,22/1892,22/1894
GO:0075004,adhesion of symbiont spore to host,"['g_10099', 'g_11645', 'g_11646', 'g_12791', 'g_14971', 'g_1658', 'g_2510', 'g_6000', 'g_6154', 'g_6843', 'g_8034', 'g_8116', 'g_8975', 'g_15588', 'g_29', 'g_15495']",16,biological_process,16/1892,16/1894
GO:0090277,positive regulation of peptide hormone secretion,"['g_10099', 'g_13509', 'g_14415', 'g_363', 'g_5787', 'g_6905', 'g_7934', 'g_8241', 'g_5178', 'g_15272', 'g_15601']",11,biological_process,11/1892,11/1894
GO:0098505,G-rich strand telomeric DNA binding,"['g_10099', 'g_4428', 'g_7177']",3,molecular_function,3/1892,3/1894
GO:0098930,axonal transport,"['g_10099', 'g_1322', 'g_14066', 'g_14701', 'g_4202', 'g_8000']",6,biological_process,6/1892,6/1894
GO:0140060,axon arborization,"['g_10099', 'g_1322', 'g_14066', 'g_4202']",4,biological_process,4/1892,4/1894
GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,"['g_10099', 'g_14415', 'g_1599', 'g_2834', 'g_363', 'g_3780', 'g_5787', 'g_6905', 'g_8241', 'g_9068', 'g_5178', 'g_15601']",12,biological_process,12/1892,12/1894
GO:1904357,negative regulation of telomere maintenance via telomere lengthening,"['g_10099', 'g_524', 'g_7177']",3,biological_process,3/1892,3/1894
GO:0000175,3'-5'-RNA exonuclease activity,"['g_10101', 'g_12235', 'g_13237', 'g_4663', 'g_5080', 'g_6999', 'g_780', 'g_6383', 'g_7246', 'g_9070']",10,molecular_function,10/1892,10/1894
GO:0001879,detection of yeast,"['g_10101', 'g_10102', 'g_10635', 'g_12266', 'g_1407', 'g_14415', 'g_363', 'g_3951', 'g_6023', 'g_7213', 'g_15461', 'g_15594']",12,biological_process,12/1892,12/1894
GO:0002113,interleukin-33 binding,"['g_10101', 'g_11025', 'g_11805', 'g_11988', 'g_12404', 'g_1626', 'g_1903', 'g_2348', 'g_2673', 'g_5060', 'g_629', 'g_8943', 'g_16555', 'g_11000', 'g_11023', 'g_12101']",16,molecular_function,16/1892,16/1894
GO:0002218,activation of innate immune response,"['g_10101', 'g_10102', 'g_10635', 'g_12266', 'g_1407', 'g_14415', 'g_1831', 'g_363', 'g_3951', 'g_6023', 'g_8132', 'g_7213', 'g_15461', 'g_15594', 'g_15347']",15,biological_process,15/1892,15/1894
GO:0002312,B cell activation involved in immune response,"['g_10101', 'g_10102', 'g_12268', 'g_12269', 'g_14967', 'g_258', 'g_341', 'g_343', 'g_509', 'g_5404', 'g_6023', 'g_8257', 'g_16875', 'g_12267', 'g_8148', 'g_9218', 'g_9275', 'g_15160', 'g_344', 'g_15621']",20,biological_process,20/1892,20/1894
GO:0005765,lysosomal membrane,"['g_10101', 'g_10268', 'g_10288', 'g_10547', 'g_10823', 'g_11040', 'g_11988', 'g_12153', 'g_12711', 'g_13474', 'g_13559', 'g_14343', 'g_174', 'g_2348', 'g_2801', 'g_324', 'g_3776', 'g_3853', 'g_3894', 'g_3924', 'g_436', 'g_4371', 'g_4476', 'g_4657', 'g_5007', 'g_50', 'g_6731', 'g_6813', 'g_684', 'g_7177', 'g_8364', 'g_8535', 'g_8620', 'g_8646', 'g_8739', 'g_8975', 'g_10126', 'g_11000', 'g_10060', 'g_13968', 'g_8346', 'g_8491', 'g_898', 'g_2675', 'g_12372', 'g_12932', 'g_4510']",47,cellular_component,47/1892,47/1894
GO:0006606,protein import into nucleus,"['g_10101', 'g_1107', 'g_11620', 'g_11634', 'g_11766', 'g_12778', 'g_13117', 'g_13380', 'g_13434', 'g_14728', 'g_1534', 'g_2320', 'g_2959', 'g_3023', 'g_3951', 'g_4144', 'g_4973', 'g_5031', 'g_5062', 'g_5369', 'g_613', 'g_725', 'g_7496', 'g_8262', 'g_8291', 'g_9267', 'g_13766', 'g_13644', 'g_1998', 'g_7829', 'g_10741']",31,biological_process,31/1892,31/1894
GO:0007611,learning or memory,"['g_10101', 'g_1029', 'g_10437', 'g_11563', 'g_1185', 'g_13165', 'g_13913', 'g_14203', 'g_14272', 'g_3023', 'g_3951', 'g_5031', 'g_5637', 'g_6155', 'g_6847', 'g_8005', 'g_9106', 'g_14438', 'g_5486', 'g_6383', 'g_14821']",21,biological_process,21/1892,21/1894
GO:0009860,pollen tube growth,"['g_10101', 'g_12132', 'g_13664', 'g_14579', 'g_14645', 'g_15056', 'g_15235', 'g_1802', 'g_5102', 'g_5117', 'g_5437', 'g_8491', 'g_12319']",13,biological_process,13/1892,13/1894
GO:0020009,microneme,"['g_10101', 'g_10102', 'g_10879', 'g_11702', 'g_12002', 'g_12268', 'g_12269', 'g_12789', 'g_13390', 'g_13499', 'g_14967', 'g_15146', 'g_258', 'g_341', 'g_343', 'g_3582', 'g_3754', 'g_3896', 'g_4099', 'g_4443', 'g_509', 'g_516', 'g_5404', 'g_5456', 'g_5473', 'g_6023', 'g_6095', 'g_629', 'g_6899', 'g_7199', 'g_780', 'g_8173', 'g_8257', 'g_8739', 'g_8821', 'g_9576', 'g_9578', 'g_8332', 'g_16875', 'g_12267', 'g_3919', 'g_8148', 'g_6651', 'g_9218', 'g_9275', 'g_13811', 'g_15584', 'g_15160', 'g_15293', 'g_5654', 'g_6079', 'g_3473', 'g_3716', 'g_344', 'g_15575', 'g_12319', 'g_15357', 'g_15621', 'g_4808']",59,cellular_component,59/1892,59/1894
GO:0032499,detection of peptidoglycan,"['g_10101', 'g_10102', 'g_10635', 'g_12266', 'g_1407', 'g_14415', 'g_363', 'g_3951', 'g_6023', 'g_7213', 'g_15461', 'g_15594']",12,biological_process,12/1892,12/1894
