go_id,go_description,gene_ids,count_genes,category,GeneRatio,BgRatio
GO:0031860,telomeric 3' overhang formation,"['g_9796', 'g_14719', 'g_6133', 'g_754']",4,biological_process,4/1842,4/1844
GO:0032120,ascospore-type prospore membrane formation,"['g_9796', 'g_12246', 'g_12540', 'g_1574', 'g_2715', 'g_9255', 'g_9493', 'g_6962', 'g_895', 'g_2695', 'g_2938', 'g_657', 'g_1451']",13,biological_process,13/1842,13/1844
GO:0035332,positive regulation of hippo signaling,"['g_9796', 'g_11070', 'g_12736', 'g_13272', 'g_14441', 'g_14841', 'g_1630', 'g_174', 'g_1983', 'g_2663', 'g_2895', 'g_3003', 'g_3525', 'g_5980', 'g_6615', 'g_6690', 'g_6734', 'g_796', 'g_8317', 'g_8504', 'g_8583', 'g_1737', 'g_3921', 'g_1280', 'g_4418']",25,biological_process,25/1842,25/1844
GO:0042162,telomeric DNA binding,"['g_9796', 'g_9955', 'g_10445', 'g_11833', 'g_12348', 'g_14051', 'g_2584', 'g_2929', 'g_7672', 'g_9207', 'g_9011', 'g_14240', 'g_7976']",13,molecular_function,13/1842,13/1844
GO:0045815,transcription initiation-coupled chromatin remodeling,"['g_9796', 'g_10366', 'g_11122', 'g_11355', 'g_11888', 'g_11959', 'g_12166', 'g_12402', 'g_12538', 'g_12540', 'g_12775', 'g_13624', 'g_14051', 'g_14484', 'g_14719', 'g_14950', 'g_1662', 'g_1807', 'g_1837', 'g_1858', 'g_2194', 'g_2205', 'g_2317', 'g_2701', 'g_3091', 'g_3431', 'g_3754', 'g_3862', 'g_4751', 'g_5012', 'g_5052', 'g_5315', 'g_6587', 'g_6998', 'g_7445', 'g_7567', 'g_7774', 'g_8128', 'g_7176', 'g_9011', 'g_14083', 'g_14634', 'g_7930', 'g_10386', 'g_15577', 'g_10813', 'g_3539', 'g_3947', 'g_4418']",49,biological_process,49/1842,49/1844
GO:0045926,negative regulation of growth,"['g_9796', 'g_1196', 'g_5203', 'g_3931']",4,biological_process,4/1842,4/1844
GO:0070187,shelterin complex,"['g_9796', 'g_2659']",2,cellular_component,2/1842,2/1844
GO:0070198,"protein localization to chromosome, telomeric region","['g_9796', 'g_1807', 'g_9140', 'g_638']",4,biological_process,4/1842,4/1844
GO:0071902,positive regulation of protein serine/threonine kinase activity,"['g_9796', 'g_4791', 'g_881']",3,biological_process,3/1842,3/1844
GO:0072542,protein phosphatase activator activity,"['g_9796', 'g_13148', 'g_293', 'g_8141', 'g_7976']",5,molecular_function,5/1842,5/1844
GO:0140043,lipid droplet localization to prospore membrane leading edge,"['g_9796', 'g_12372']",2,biological_process,2/1842,2/1844
GO:0140445,"chromosome, telomeric repeat region","['g_9796', 'g_10044', 'g_11888', 'g_14513', 'g_1858', 'g_2430', 'g_4399', 'g_4730', 'g_6252', 'g_7588', 'g_7672', 'g_9140', 'g_13504', 'g_2659']",14,cellular_component,14/1842,14/1844
GO:1900437,regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus,"['g_9796', 'g_7976']",2,biological_process,2/1842,2/1844
GO:1905324,telomere-telomerase complex assembly,['g_9796'],1,biological_process,1/1842,1/1844
GO:0000077,DNA damage checkpoint signaling,"['g_9797', 'g_10675', 'g_11355', 'g_11807', 'g_11837', 'g_11852', 'g_12144', 'g_12823', 'g_13094', 'g_13850', 'g_13865', 'g_1430', 'g_14367', 'g_15259', 'g_1858', 'g_1983', 'g_2015', 'g_2023', 'g_2929', 'g_3365', 'g_3480', 'g_4451', 'g_4642', 'g_4741', 'g_5522', 'g_6041', 'g_6734', 'g_6996', 'g_7039', 'g_7916', 'g_8367', 'g_8551', 'g_8702', 'g_9140', 'g_940', 'g_5168', 'g_13496', 'g_13692', 'g_2045', 'g_16895', 'g_12049']",41,biological_process,41/1842,41/1844
GO:0000372,Group I intron splicing,"['g_9797', 'g_3736', 'g_6221', 'g_6316', 'g_15577', 'g_6315', 'g_15570']",7,biological_process,7/1842,7/1844
GO:0000403,Y-form DNA binding,"['g_9797', 'g_11122', 'g_14313', 'g_6221']",4,molecular_function,4/1842,4/1844
GO:0000405,bubble DNA binding,"['g_9797', 'g_12614', 'g_14313', 'g_14531', 'g_6221', 'g_8367', 'g_8702']",7,molecular_function,7/1842,7/1844
GO:0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends","['g_9797', 'g_6221', 'g_12430']",3,biological_process,3/1842,3/1844
GO:0000779,"condensed chromosome, centromeric region","['g_9797', 'g_9857', 'g_10445', 'g_10824', 'g_11122', 'g_11355', 'g_11833', 'g_11990', 'g_12181', 'g_12655', 'g_13016', 'g_13137', 'g_13437', 'g_1343', 'g_13763', 'g_14513', 'g_14719', 'g_1807', 'g_225', 'g_3091', 'g_3211', 'g_3799', 'g_4466', 'g_5052', 'g_7217', 'g_7641', 'g_8141', 'g_8179', 'g_8729', 'g_8991', 'g_9291', 'g_7139', 'g_5185', 'g_13064', 'g_16969', 'g_13739', 'g_16977', 'g_14260', 'g_15191', 'g_7976', 'g_10628', 'g_10772', 'g_10813', 'g_11221', 'g_3598', 'g_11754']",46,cellular_component,46/1842,46/1844
GO:0001403,invasive growth in response to glucose limitation,"['g_9797', 'g_13149', 'g_13529', 'g_14513', 'g_15137', 'g_1567', 'g_1728', 'g_6006', 'g_6736', 'g_6856', 'g_7074', 'g_7218', 'g_8535', 'g_8912', 'g_8945', 'g_9181', 'g_16906', 'g_13644', 'g_799', 'g_5852']",20,biological_process,20/1842,20/1844
GO:0001673,male germ cell nucleus,"['g_9797', 'g_9859', 'g_10199', 'g_11833', 'g_11852', 'g_11933', 'g_13261', 'g_1366', 'g_13997', 'g_3803', 'g_3982', 'g_4451', 'g_6998', 'g_7641', 'g_8179', 'g_12430', 'g_14260', 'g_14735', 'g_15191', 'g_2056', 'g_7976', 'g_10163', 'g_5769', 'g_4808']",24,cellular_component,24/1842,24/1844
GO:0001674,female germ cell nucleus,"['g_9797', 'g_11833', 'g_8179', 'g_12430', 'g_14260', 'g_15191', 'g_7976', 'g_11056', 'g_5769', 'g_5894', 'g_4808']",11,cellular_component,11/1842,11/1844
GO:0004864,protein phosphatase inhibitor activity,"['g_9797', 'g_9955', 'g_11840', 'g_12272', 'g_1858', 'g_4166', 'g_4741', 'g_4778', 'g_7916', 'g_8367', 'g_2695']",11,molecular_function,11/1842,11/1844
GO:0006974,DNA damage response,"['g_9797', 'g_9805', 'g_9813', 'g_9859', 'g_10044', 'g_10179', 'g_10403', 'g_16832', 'g_1073', 'g_11355', 'g_11428', 'g_11833', 'g_12474', 'g_12538', 'g_13038', 'g_13242', 'g_13554', 'g_13636', 'g_14002', 'g_14473', 'g_1872', 'g_2203', 'g_2309', 'g_2929', 'g_3739', 'g_3799', 'g_3803', 'g_3924', 'g_4044', 'g_45', 'g_4537', 'g_4547', 'g_4751', 'g_4785', 'g_4809', 'g_5052', 'g_6006', 'g_6323', 'g_714', 'g_7293', 'g_7325', 'g_8806', 'g_9043', 'g_9144', 'g_9207', 'g_9467', 'g_9578', 'g_2119', 'g_6316', 'g_6294', 'g_7440', 'g_9276', 'g_13362', 'g_13441', 'g_14240', 'g_14260', 'g_10163', 'g_10386', 'g_10741', 'g_10795', 'g_11124', 'g_2326', 'g_2419', 'g_5825', 'g_6083', 'g_6315', 'g_3539', 'g_1030', 'g_2903', 'g_477', 'g_11526', 'g_12368', 'g_12598', 'g_720', 'g_4874']",75,biological_process,75/1842,75/1844
GO:0007065,male meiosis sister chromatid cohesion,"['g_9797', 'g_10675', 'g_10824', 'g_11833', 'g_15120', 'g_3211', 'g_5299', 'g_5690', 'g_7641', 'g_8179', 'g_8991', 'g_5185', 'g_7559', 'g_15370', 'g_14260', 'g_7930', 'g_7976']",17,biological_process,17/1842,17/1844
GO:0007066,female meiosis sister chromatid cohesion,"['g_9797', 'g_10675', 'g_11833', 'g_15120', 'g_5299', 'g_8179', 'g_14260', 'g_15191', 'g_7930', 'g_7976']",10,biological_process,10/1842,10/1844
GO:0007124,pseudohyphal growth,"['g_9797', 'g_11807', 'g_12142', 'g_13094', 'g_14410', 'g_14484', 'g_14719', 'g_1567', 'g_1836', 'g_5203', 'g_6006', 'g_7218', 'g_8535', 'g_8945', 'g_9467', 'g_16906', 'g_13644', 'g_8539', 'g_5852', 'g_418']",20,biological_process,20/1842,20/1844
GO:0015996,chlorophyll catabolic process,"['g_9797', 'g_932']",2,biological_process,2/1842,2/1844
GO:0030437,ascospore formation,"['g_9797', 'g_986', 'g_10313', 'g_10670', 'g_10855', 'g_10908', 'g_12272', 'g_12273', 'g_12474', 'g_13148', 'g_13149', 'g_14410', 'g_14549', 'g_14863', 'g_15259', 'g_1664', 'g_306', 'g_3548', 'g_6856', 'g_9493', 'g_7139', 'g_3486', 'g_6837', 'g_7348', 'g_13895', 'g_799', 'g_15570', 'g_12461', 'g_720']",29,biological_process,29/1842,29/1844
GO:0031848,protection from non-homologous end joining at telomere,['g_9797'],1,biological_process,1/1842,1/1844
GO:0032931,histone H3K56 acetyltransferase activity,"['g_9797', 'g_11833', 'g_9578', 'g_14260']",4,molecular_function,4/1842,4/1844
GO:0044163,host cytoskeleton,"['g_9797', 'g_13165', 'g_14260', 'g_15747']",4,cellular_component,4/1842,4/1844
GO:0044219,host cell plasmodesma,"['g_9797', 'g_13165', 'g_4741', 'g_8179', 'g_8181']",5,cellular_component,5/1842,5/1844
GO:0044538,host cell periphery,"['g_9797', 'g_7916', 'g_6651', 'g_13064', 'g_7976', 'g_15747', 'g_5769']",7,cellular_component,7/1842,7/1844
GO:0045600,positive regulation of fat cell differentiation,"['g_9797', 'g_13211', 'g_14893', 'g_796']",4,biological_process,4/1842,4/1844
GO:0051457,maintenance of protein location in nucleus,"['g_9797', 'g_11833', 'g_11933', 'g_12011', 'g_12711', 'g_13245', 'g_15122', 'g_306', 'g_4166', 'g_6262', 'g_6998', 'g_7567', 'g_8179', 'g_1187', 'g_12819', 'g_13776', 'g_14260', 'g_7976', 'g_2580']",19,biological_process,19/1842,19/1844
GO:0070337,3'-flap-structured DNA binding,"['g_9797', 'g_14313', 'g_6221']",3,molecular_function,3/1842,3/1844
GO:0070338,5'-flap-structured DNA binding,"['g_9797', 'g_6221']",2,molecular_function,2/1842,2/1844
GO:0090615,mitochondrial mRNA processing,"['g_9797', 'g_12786', 'g_6221', 'g_6316', 'g_15577', 'g_6315', 'g_15570']",7,biological_process,7/1842,7/1844
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome","['g_9798', 'g_9859', 'g_10050', 'g_1073', 'g_10935', 'g_11567', 'g_12348', 'g_1332', 'g_13759', 'g_14313', 'g_14531', 'g_4780', 'g_507', 'g_5051', 'g_5690', 'g_6262', 'g_7040', 'g_7681', 'g_8245', 'g_8421', 'g_8569', 'g_8753', 'g_8756', 'g_6851', 'g_7113', 'g_14240', 'g_8734', 'g_10990', 'g_3931', 'g_3981', 'g_4418']",31,biological_process,31/1842,31/1844
GO:0003383,apical constriction,"['g_9798', 'g_12703', 'g_12736', 'g_13092', 'g_13198', 'g_1630', 'g_3176', 'g_5980', 'g_6615', 'g_8504', 'g_8697', 'g_950']",12,biological_process,12/1842,12/1844
GO:0003713,transcription coactivator activity,"['g_9798', 'g_9805', 'g_10050', 'g_10403', 'g_1050', 'g_1073', 'g_10840', 'g_11764', 'g_11888', 'g_12094', 'g_12402', 'g_12538', 'g_12736', 'g_12771', 'g_1277', 'g_13636', 'g_13800', 'g_13959', 'g_14165', 'g_14284', 'g_14500', 'g_14551', 'g_14822', 'g_14873', 'g_15137', 'g_1671', 'g_181', 'g_2194', 'g_2205', 'g_2305', 'g_2347', 'g_2983', 'g_3088', 'g_3091', 'g_3293', 'g_3862', 'g_4751', 'g_4780', 'g_4845', 'g_5226', 'g_5315', 'g_6917', 'g_7039', 'g_7250', 'g_8228', 'g_8504', 'g_8600', 'g_8702', 'g_8753', 'g_8886', 'g_8991', 'g_9075', 'g_9467', 'g_1187', 'g_16906', 'g_9242', 'g_9276', 'g_9992', 'g_13530', 'g_15160', 'g_7930', 'g_11104', 'g_11124', 'g_884', 'g_6248', 'g_12368', 'g_12765', 'g_4429', 'g_4687', 'g_4874']",70,molecular_function,70/1842,70/1844
GO:0005915,zonula adherens,"['g_9798', 'g_10339', 'g_13198', 'g_13474', 'g_13554', 'g_14441', 'g_4466', 'g_5690', 'g_7681', 'g_7993', 'g_9075', 'g_6851', 'g_3394', 'g_3619', 'g_1030', 'g_11754', 'g_12368']",17,cellular_component,17/1842,17/1844
GO:0006303,double-strand break repair via nonhomologous end joining,"['g_9798', 'g_986', 'g_9888', 'g_10313', 'g_12158', 'g_12628', 'g_13070', 'g_13242', 'g_13500', 'g_2703', 'g_328', 'g_3736', 'g_3803', 'g_4730', 'g_5098', 'g_5299', 'g_5349', 'g_5573', 'g_6041', 'g_6252', 'g_7189', 'g_7567', 'g_7903', 'g_9140', 'g_6429', 'g_9011', 'g_13064', 'g_13496', 'g_2045', 'g_11095', 'g_2580']",31,biological_process,31/1842,31/1844
GO:0007179,transforming growth factor beta receptor signaling pathway,"['g_9798', 'g_97', 'g_10050', 'g_10330', 'g_10849', 'g_12711', 'g_13474', 'g_13636', 'g_14209', 'g_14284', 'g_1643', 'g_1671', 'g_2205', 'g_2591', 'g_2975', 'g_4751', 'g_6917', 'g_8048', 'g_8198', 'g_8791', 'g_8886', 'g_933', 'g_12819', 'g_7158', 'g_2608', 'g_2963', 'g_12368']",27,biological_process,27/1842,27/1844
GO:0007498,mesoderm development,"['g_9798', 'g_10339', 'g_10366', 'g_10484', 'g_10522', 'g_10823', 'g_10847', 'g_11114', 'g_11138', 'g_1119', 'g_11468', 'g_12094', 'g_12412', 'g_12540', 'g_12655', 'g_12703', 'g_12737', 'g_12763', 'g_13216', 'g_13404', 'g_13799', 'g_1389', 'g_1430', 'g_14461', 'g_14642', 'g_14822', 'g_1671', 'g_1791', 'g_2015', 'g_225', 'g_2411', 'g_2663', 'g_3066', 'g_3945', 'g_4665', 'g_4751', 'g_5266', 'g_5315', 'g_5522', 'g_565', 'g_5647', 'g_5777', 'g_5930', 'g_6040', 'g_6072', 'g_6130', 'g_6917', 'g_6992', 'g_7681', 'g_7709', 'g_7727', 'g_8622', 'g_8820', 'g_9161', 'g_9298', 'g_937', 'g_940', 'g_6210', 'g_995', 'g_2007', 'g_5648', 'g_1856', 'g_15726', 'g_13692', 'g_15584', 'g_8164', 'g_10772', 'g_10795', 'g_16895', 'g_3379', 'g_16855', 'g_3394', 'g_2608', 'g_453', 'g_11706', 'g_4360']",76,biological_process,76/1842,76/1844
GO:0007549,sex-chromosome dosage compensation,"['g_9798', 'g_10050', 'g_11567', 'g_11990', 'g_13500', 'g_507', 'g_8421', 'g_8569', 'g_11586']",9,biological_process,9/1842,9/1844
GO:0016331,morphogenesis of embryonic epithelium,"['g_9798', 'g_11157', 'g_11999', 'g_12001', 'g_12436', 'g_13198', 'g_13268', 'g_13474', 'g_14328', 'g_1626', 'g_3209', 'g_44', 'g_4466', 'g_5690', 'g_7436', 'g_7681', 'g_7916', 'g_8124', 'g_8607', 'g_4948', 'g_6851', 'g_15771', 'g_15584', 'g_15160', 'g_5919', 'g_3394', 'g_3619', 'g_16830', 'g_11754', 'g_12368', 'g_12533']",31,biological_process,31/1842,31/1844
GO:0019900,kinase binding,"['g_9798', 'g_9831', 'g_10738', 'g_10899', 'g_10908', 'g_11640', 'g_12181', 'g_12412', 'g_13198', 'g_13761', 'g_14165', 'g_14367', 'g_14441', 'g_14473', 'g_2294', 'g_2701', 'g_2703', 'g_3088', 'g_3165', 'g_328', 'g_5203', 'g_6045', 'g_6650', 'g_8129', 'g_8697', 'g_8729', 'g_16518', 'g_14955', 'g_5428', 'g_13739', 'g_14356', 'g_5947', 'g_16855', 'g_2628', 'g_1140']",35,molecular_function,35/1842,35/1844
GO:0030334,regulation of cell migration,"['g_9798', 'g_9831', 'g_11119', 'g_11295', 'g_11837', 'g_1184', 'g_11927', 'g_12001', 'g_12412', 'g_12777', 'g_13211', 'g_13622', 'g_13623', 'g_14161', 'g_14464', 'g_15013', 'g_15235', 'g_15249', 'g_1574', 'g_181', 'g_1832', 'g_1928', 'g_2305', 'g_2975', 'g_3332', 'g_3853', 'g_4548', 'g_4665', 'g_4821', 'g_4845', 'g_5025', 'g_50', 'g_51', 'g_5727', 'g_6187', 'g_6615', 'g_7057', 'g_7436', 'g_7709', 'g_7903', 'g_7974', 'g_8228', 'g_8400', 'g_8421', 'g_8479', 'g_8570', 'g_8886', 'g_8912', 'g_9074', 'g_9493', 'g_6959', 'g_8148', 'g_5648', 'g_13301', 'g_15261', 'g_10335', 'g_10359', 'g_10602', 'g_15570', 'g_3394', 'g_3573', 'g_3978', 'g_2659', 'g_12533', 'g_15413', 'g_4499']",66,biological_process,66/1842,66/1844
GO:0030852,regulation of granulocyte differentiation,"['g_9798', 'g_14631']",2,biological_process,2/1842,2/1844
GO:0030864,cortical actin cytoskeleton,"['g_9798', 'g_11566', 'g_12142', 'g_13198', 'g_13216', 'g_13554', 'g_13770', 'g_2411', 'g_2765', 'g_3209', 'g_3639', 'g_3703', 'g_3964', 'g_5369', 'g_6593', 'g_6818', 'g_7445', 'g_7774', 'g_8179', 'g_8181', 'g_8291', 'g_8651', 'g_8697', 'g_8702', 'g_8820', 'g_6823', 'g_1657', 'g_15028', 'g_8705']",29,cellular_component,29/1842,29/1844
GO:0030950,establishment or maintenance of actin cytoskeleton polarity,"['g_9798', 'g_987', 'g_994', 'g_10511', 'g_11122', 'g_11446', 'g_11643', 'g_13198', 'g_13363', 'g_1389', 'g_14367', 'g_14464', 'g_14548', 'g_15143', 'g_4073', 'g_5177', 'g_5728', 'g_6187', 'g_6996', 'g_7336', 'g_7937', 'g_8141', 'g_8697', 'g_881', 'g_9074', 'g_9467', 'g_995', 'g_6914', 'g_1657', 'g_15028', 'g_7853', 'g_10277']",32,biological_process,32/1842,32/1844
GO:0031032,actomyosin structure organization,"['g_9798', 'g_10529', 'g_1119', 'g_11308', 'g_13198', 'g_1534', 'g_3088', 'g_8697']",8,biological_process,8/1842,8/1844
GO:0031453,positive regulation of heterochromatin formation,"['g_9798', 'g_9858', 'g_12271', 'g_12790', 'g_13649', 'g_14287', 'g_1508', 'g_1671', 'g_1791', 'g_2194', 'g_4073', 'g_5971', 'g_9236', 'g_7091', 'g_3808', 'g_12507']",16,biological_process,16/1842,16/1844
GO:0031509,subtelomeric heterochromatin formation,"['g_9798', 'g_9813', 'g_9888', 'g_10738', 'g_11446', 'g_11959', 'g_12781', 'g_13242', 'g_14313', 'g_14513', 'g_14719', 'g_1807', 'g_1858', 'g_2317', 'g_3091', 'g_3736', 'g_4179', 'g_5052', 'g_5387', 'g_5573', 'g_6798', 'g_7199', 'g_7567', 'g_8754', 'g_13506', 'g_1466', 'g_5388', 'g_9412', 'g_9929', 'g_13064', 'g_2191', 'g_10628', 'g_3379', 'g_2580', 'g_2659']",35,biological_process,35/1842,35/1844
GO:0034398,telomere tethering at nuclear periphery,"['g_9798', 'g_9888', 'g_13242', 'g_14500', 'g_3736', 'g_5573', 'g_7567', 'g_7951', 'g_5294', 'g_13064', 'g_10741', 'g_15652', 'g_2580']",13,biological_process,13/1842,13/1844
GO:0042043,neurexin family protein binding,"['g_9798', 'g_13763', 'g_6736']",3,molecular_function,3/1842,3/1844
GO:0042249,establishment of planar polarity of embryonic epithelium,"['g_9798', 'g_13198', 'g_8697']",3,biological_process,3/1842,3/1844
GO:0045814,"negative regulation of gene expression, epigenetic","['g_9798', 'g_10908', 'g_11119', 'g_12775', 'g_13121', 'g_13980', 'g_14631', 'g_1643', 'g_3591', 'g_3720', 'g_3925', 'g_3985', 'g_8065', 'g_8299', 'g_8329', 'g_8376', 'g_8587', 'g_9043', 'g_10628', 'g_16855', 'g_15413']",21,biological_process,21/1842,21/1844
GO:0048337,positive regulation of mesodermal cell fate specification,"['g_9798', 'g_10050', 'g_11157', 'g_12736', 'g_13510', 'g_137', 'g_13636', 'g_13959', 'g_14284', 'g_14342', 'g_14873', 'g_1671', 'g_2347', 'g_2887', 'g_3388', 'g_3654', 'g_383', 'g_3803', 'g_44', 'g_6006', 'g_8228', 'g_8504', 'g_8886', 'g_9075', 'g_15160', 'g_3798']",26,biological_process,26/1842,26/1844
GO:0071896,protein localization to adherens junction,"['g_9798', 'g_994', 'g_13198', 'g_2765', 'g_7445', 'g_7774', 'g_8651', 'g_8697', 'g_9075', 'g_9339', 'g_16937']",11,biological_process,11/1842,11/1844
GO:0090251,protein localization involved in establishment of planar polarity,"['g_9798', 'g_13198', 'g_8697']",3,biological_process,3/1842,3/1844
GO:0140852,histone ubiquitin ligase activity,"['g_9798', 'g_10712', 'g_15413']",3,molecular_function,3/1842,3/1844
GO:1900182,positive regulation of protein localization to nucleus,"['g_9798', 'g_10050', 'g_13636', 'g_14284', 'g_14402', 'g_15122', 'g_1671', 'g_2869', 'g_2983', 'g_3365', 'g_3865', 'g_3922', 'g_45', 'g_8886', 'g_9075', 'g_3539', 'g_11926', 'g_4874']",18,biological_process,18/1842,18/1844
GO:1905519,negative regulation of presynaptic active zone assembly,"['g_9798', 'g_13763', 'g_6736']",3,biological_process,3/1842,3/1844
GO:0000776,kinetochore,"['g_9805', 'g_9857', 'g_10310', 'g_10675', 'g_10824', 'g_10962', 'g_11119', 'g_11348', 'g_11640', 'g_11990', 'g_11999', 'g_12142', 'g_12166', 'g_12181', 'g_12539', 'g_12655', 'g_13016', 'g_13137', 'g_13245', 'g_13272', 'g_13437', 'g_1343', 'g_13484', 'g_13499', 'g_13740', 'g_13761', 'g_13763', 'g_14287', 'g_14442', 'g_14473', 'g_14500', 'g_14513', 'g_14548', 'g_14760', 'g_14893', 'g_15013', 'g_15120', 'g_1555', 'g_1574', 'g_1837', 'g_1921', 'g_225', 'g_2407', 'g_2430', 'g_2618', 'g_2701', 'g_3003', 'g_306', 'g_3269', 'g_3639', 'g_3799', 'g_3940', 'g_3953', 'g_4166', 'g_4466', 'g_4781', 'g_5012', 'g_5041', 'g_513', 'g_5192', 'g_5299', 'g_5431', 'g_5573', 'g_5690', 'g_6133', 'g_6221', 'g_6262', 'g_6973', 'g_6996', 'g_7177', 'g_7181', 'g_7217', 'g_754', 'g_7584', 'g_7974', 'g_8123', 'g_8325', 'g_8367', 'g_8480', 'g_8553', 'g_8583', 'g_8682', 'g_8729', 'g_8806', 'g_8912', 'g_9074', 'g_9075', 'g_9207', 'g_9221', 'g_9291', 'g_2119', 'g_7139', 'g_12285', 'g_9236', 'g_6316', 'g_13766', 'g_6294', 'g_5185', 'g_5284', 'g_5294', 'g_15445', 'g_7559', 'g_9372', 'g_16969', 'g_13644', 'g_13739', 'g_15370', 'g_16977', 'g_7930', 'g_2191', 'g_10628', 'g_10741', 'g_10772', 'g_15652', 'g_10979', 'g_11221', 'g_2326', 'g_5662', 'g_5852', 'g_6248', 'g_6315', 'g_15570', 'g_3379', 'g_3515', 'g_3598', 'g_3978', 'g_319', 'g_11586', 'g_11754', 'g_12183', 'g_12372']",131,cellular_component,131/1842,131/1844
GO:0001701,in utero embryonic development,"['g_9805', 'g_9859', 'g_1017', 'g_10511', 'g_11567', 'g_12144', 'g_12181', 'g_12348', 'g_12543', 'g_12628', 'g_12700', 'g_12703', 'g_13268', 'g_13590', 'g_13957', 'g_14000', 'g_1427', 'g_14813', 'g_1650', 'g_2205', 'g_2305', 'g_2334', 'g_2663', 'g_3102', 'g_3211', 'g_3631', 'g_3639', 'g_3720', 'g_412', 'g_4399', 'g_4741', 'g_4756', 'g_4780', 'g_5102', 'g_5128', 'g_6172', 'g_6772', 'g_6917', 'g_7326', 'g_7416', 'g_7727', 'g_7776', 'g_8128', 'g_8378', 'g_8455', 'g_8753', 'g_8898', 'g_9104', 'g_9345', 'g_2007', 'g_12819', 'g_11249', 'g_1467', 'g_7158', 'g_7440', 'g_8043', 'g_10801', 'g_10990', 'g_11104', 'g_6182', 'g_3394', 'g_3718', 'g_3931', 'g_2706', 'g_2804', 'g_477', 'g_12740', 'g_4874']",68,biological_process,68/1842,68/1844
GO:0001940,male pronucleus,"['g_9805', 'g_14513', 'g_1858', 'g_3940', 'g_8753', 'g_2056']",6,cellular_component,6/1842,6/1844
GO:0003401,axis elongation,"['g_9805', 'g_11990', 'g_16984', 'g_2902', 'g_3584', 'g_4044', 'g_6917', 'g_16991', 'g_421']",9,biological_process,9/1842,9/1844
GO:0006275,regulation of DNA replication,"['g_9805', 'g_9859', 'g_12538', 'g_13498', 'g_3091', 'g_3982', 'g_4346', 'g_7440', 'g_2419', 'g_2965']",10,biological_process,10/1842,10/1844
GO:0006325,chromatin organization,"['g_9805', 'g_10934', 'g_10950', 'g_11057', 'g_12614', 'g_12777', 'g_13094', 'g_1354', 'g_13636', 'g_13851', 'g_14436', 'g_14719', 'g_1643', 'g_3091', 'g_3862', 'g_3940', 'g_3982', 'g_4681', 'g_5832', 'g_6006', 'g_7040', 'g_7739', 'g_8756', 'g_14276', 'g_7139', 'g_1187', 'g_3672', 'g_5648', 'g_15732', 'g_1280', 'g_12765', 'g_4025', 'g_4808']",33,biological_process,33/1842,33/1844
GO:0006511,ubiquitin-dependent protein catabolic process,"['g_9805', 'g_9859', 'g_1017', 'g_10511', 'g_11640', 'g_12543', 'g_12786', 'g_14073', 'g_1475', 'g_14866', 'g_14923', 'g_1567', 'g_4845', 'g_5546', 'g_7250', 'g_7677', 'g_7776', 'g_8124', 'g_9213', 'g_7178', 'g_6316', 'g_7440', 'g_7772', 'g_9885', 'g_14805', 'g_8596', 'g_10359', 'g_10990', 'g_2419', 'g_5825', 'g_6315', 'g_15570', 'g_2659', 'g_2965', 'g_11602', 'g_11603', 'g_4025']",37,biological_process,37/1842,37/1844
GO:0007143,female meiotic nuclear division,"['g_9805', 'g_10824', 'g_11990', 'g_12196', 'g_13137', 'g_14513', 'g_14548', 'g_14631', 'g_1671', 'g_1858', 'g_3211', 'g_3940', 'g_412', 'g_5738', 'g_6734', 'g_6847', 'g_7373', 'g_7641', 'g_7681', 'g_8804', 'g_8991', 'g_9345', 'g_13766', 'g_3672', 'g_5185', 'g_16906', 'g_7559', 'g_16969', 'g_15370', 'g_10795', 'g_2326', 'g_5662', 'g_4025']",33,biological_process,33/1842,33/1844
